fid,name,type,addr1,addr2,lon,lat,tel,city,gugun,create_date,erdsgn
25366,하우마을회관,간이운동장,전라남도 장성군 삼서면 우치리 434-4 우치리1구마을회관,,126.6460504,35.22292706,061-390-7255,전라남도,장성군,20170501,N
25367,하원게이트볼장,간이운동장,제주특별자치도 서귀포시 중문동,,126.463431,33.256148,064-760-4812,제주특별자치도,서귀포시,20161231,N
25368,하원동소공원,간이운동장,제주특별자치도 서귀포시 하원로 29 (하원동),하원동 489-1 (주소 입력이 안 되서 근처 위치 선택. 하원동 489-1이 맞는 주소),126.461133,33.25672816,064-760-4812,제주특별자치도,서귀포시,20161231,N
25369,하원리 동네체육시설,간이운동장,경상북도 영양군 영양읍 하원리 290-7 하원리마을회관,,129.1393833,36.66173261,054-680-5411,경상북도,영양군,20161230,N
25370,하원초게이트볼장,간이운동장,제주특별자치도 서귀포시 중문동,,126.459357,33.253092,064-760-4812,제주특별자치도,서귀포시,20161231,N
25371,하의전천후게이트볼장,전천후게이트볼장,전라남도 신안군 하의면 대리 40-49,,126.0271929,34.61664076,061-240-8368,전라남도,신안군,19990101,N
25372,하의종합운동장,축구장,하의면 웅곡리 365,,126.0366871,34.59920351,,전라남도,신안군,20130101,N
25373,하이면 게이트볼장,전천후게이트볼장,경상남도 고성군 하이면 덕호리 104-1,513-2,128.1256204,34.92291579,055-670-5843,경상남도,고성군,20080101,N
25374,하이실내체육관,생활체육관,경상남도 고성군 하이면 덕호리 104-1,Jan-74,128.1256204,34.92291579,055-670-5843,경상남도,고성군,20120825,N
25375,하이체육공원,축구장,경상남도 고성군 하이면 덕호리 104-1,513-2,128.1256204,34.92291579,055-670-5843,경상남도,고성군,20020101,N
25376,하이체육공원,축구장,경상남도 고성군 하이면 하이로 277,,128.1210607,34.9304246,,경상남도,고성군,20040212,N
25377,하일면 게이트볼장,전천후게이트볼장,경상남도 고성군 하일면 학림리 347-12,380-14,128.1904515,34.94887615,055-670-5843,경상남도,고성군,20130101,N
25378,하일실내체육관,생활체육관,경상남도 고성군 하일면 학림리 347-12,735-1,128.1904515,34.94887615,055-670-5843,경상남도,고성군,20070101,N
25379,하장리 게이트볼장,간이운동장,경상북도 구미시 장천면,,128.492222,36.128099,,경상북도,구미시,20161231,N
25380,하장리동네체육시설,간이운동장,경상북도 구미시 장천면,,128.502422,36.133486,,경상북도,구미시,20161231,N
25381,하장안,간이운동장,부산 기장군 장안읍 장안리 46-16,,129.2495078,35.36259415,051-709-4124,부산광역시,기장군,20181114,N
25382,하정3리 마을쉼터 체육시설,간이운동장,경상북도 포항시 남구 구룡포읍 하정리 1-40,,129.5521838,35.97469226,054-270-2804,경상북도,포항시,19000101,N
25383,하정공원,간이운동장,인천광역시 부평구 십정동 398-9,,126.7009874,37.47377964,,인천광역시,부평구,19890101,N
25384,하정리 도로변 체육시설,간이운동장,경상북도 포항시 남구 구룡포읍 하정리 61-1,하정리255-2,129.5506393,35.97322863,054-270-2804,경상북도,포항시,19000101,N
25385,하정리인라인스케이트장,롤러스케이트장,경남 산청군 신안면 하정리 931-1,인라인스케이트장,127.9692938,35.3002809,055-970-6433,경상남도,산청군,19990101,N
25386,하주어린이공원,간이운동장,경북 경산시 하양읍 양지리 299,,128.8123613,35.9206371,053-810-6158,경상북도,경산시,20200101,N
25387,하죽마을회관,간이운동장,전남 장성군 삼서면 수해리 349-2,하죽마을회관,126.6329215,35.21866002,061-390-8506,전라남도,장성군,19000101,N
25388,하천1리 어린이놀이터,간이운동장,경기도 가평군,,127.5095702,37.83144131,031-580-2147,경기도,가평군,20171128,N
25389,하천리 마을 운동장,간이운동장,제주특별자치도 서귀포시 표선면,,126.81514,33.351019,064-760-4418,제주특별자치도,서귀포시,20161231,N
25390,하천리(상동) 소공원,간이운동장,제주특별자치도 서귀포시 표선면,,126.836509,33.353619,064-760-4418,제주특별자치도,서귀포시,20161231,N
25391,하천부지,간이운동장,전라북도 김제시 백구면 월봉리 2-1,반월리674-5,126.958006,35.88125347,063-540-4099,전북특별자치도,김제시,20161231,N
25392,하천섬 공원내 족구장,간이운동장,전라남도 광양시 옥룡면 율천길 8 (산남리 149-14),,127.613541,35.00440865,,전라남도,광양시,20081220,N
25393,하청태양광공원내 체육시설,간이운동장,충북 충주시 소태면 중청리 565-2,,127.8444818,37.0858921,043-850-2423,충청북도,충주시,20090723,N
25394,하촌마을주차장운동기구,간이운동장,경상남도 의령군 대의면,하촌리 551-3,128.137616,35.380578,055-570-4482,경상남도,의령군,19990101,N
25395,하키전용구장,하키장,전라북도 김제시 검산동 산51-37,하키전용구장,126.9059427,35.81359596,063-540-4595,전북특별자치도,김제시,20220228,N
25396,하탑 경로당 체육시설,간이운동장,전라남도 신안군 지도증도로 345,,126.1913018,35.03541107,,전라남도,신안군,20180228,N
25397,하패1리 농구장,간이운동장,경기도 양주시 은현면 하패리 349 하패1리복지회관,,127.0364051,37.88834805,031-8082-5647,경기도,양주시,19990101,N
25398,하패리게이트볼장,간이운동장,경기도 양주시 은현면 하패리 349,,127.0362339,37.88810737,031-8082-5647,경기도,양주시,20230101,N
25399,하포마을 체력단련시설,간이운동장,경상남도 통영시 한산면 하소리 713-2,,128.4766609,34.76132393,055-650-4723,경상남도,통영시,20181203,N
25400,하학동 경로당,간이운동장,경상북도 봉화군 명호면 삼동리 302 하학경로당,,128.9428538,36.87494325,054-679-5813,경상북도,봉화군,20210623,N
25401,하화1리 경로당 동네체육시설,간이운동장,경북 의성군 단촌면 하화리 671-5,,128.6876933,36.41388696,054-830-5045,경상북도,의성군,20120101,N
25402,하화1리 마을회관 동네체육시설,간이운동장,경북 의성군 단촌면 하화리 422-4,,128.6909269,36.41231716,054-830-5045,경상북도,의성군,20120101,N
25403,하화2리 동네체육시설,간이운동장,경북 의성군 단촌면 하화리 1101-4,,128.6744491,36.42053204,054-830-5045,경상북도,의성군,20090101,N
25404,하화계1리 실내게이트볼장,기타시설,강원특별자치도 홍천군 북방면 하화계리 212-14,,127.8598015,37.68736712,033-430-4493,강원특별자치도,홍천군,20200101,N
25405,하화계2리 실내게이트볼장,기타시설,강원특별자치도 홍천군 북방면 하화계리 480-1,,127.8534207,37.69320876,033-430-4493,강원특별자치도,홍천군,20080101,N
25406,하화계리게이트볼장,간이운동장,강원특별자치도 홍천군 북방면,,127.856637,37.688871,033-430-4491,강원특별자치도,홍천군,20161231,N
25407,하회2리 경로당 체육시설,간이운동장,경상북도 안동시 풍천면 하회리 1014,하회2리 경로당,128.5247683,36.55574804,054-840-4211,경상북도,안동시,20180823,N
25408,하효게이트볼장,간이운동장,제주특별자치도 서귀포시 효돈동,,126.613146,33.26014,064-760-4633,제주특별자치도,서귀포시,20161231,N
25409,학가마을회관,간이운동장,전라남도 해남군 송지면 학가리 343 학가리마을회관,,126.4997343,34.4002322,,전라남도,해남군,19000101,N
25410,학강초등학교,간이운동장,광주광역시 남구 양림동,,126.918086,35.138203,062-607-2841,광주광역시,남구,20161231,N
25411,학곡1리 마을쉼터,간이운동장,경북 울진군 평해읍 학곡리 1075,,129.447255,36.71660828,054-789-4112,경상북도,울진군,19000101,N
25412,학곡2리경로당운동기구,간이운동장,,,128.0524051,37.42255203,,강원특별자치도,원주시,20170220,N
25413,학곡리 산책로 생활체육시설,간이운동장,강원특별자치도 춘천시 동내면,,127.76191,37.834508,,강원특별자치도,춘천시,20161231,N
25414,학곡리 생활체육시설,간이운동장,강원특별자치도 춘천시 동내면,,127.761731,37.841457,033-250-3057,강원특별자치도,춘천시,20161231,N
25415,학곡리 제2생활체육시설,간이운동장,강원특별자치도 춘천시 동내면,,127.76369,37.831489,,강원특별자치도,춘천시,20161231,N
25416,학곡리 제3생활체육시설,간이운동장,강원특별자치도 춘천시 동내면,,127.755979,37.825476,,강원특별자치도,춘천시,20161231,N
25417,학곡리공원,간이운동장,경기도 연천군 백학면,,126.949991,37.989647,031-839-2735,경기도,연천군,20161231,N
25418,학곡리실내게이트볼장,전천후게이트볼장,강원특별자치도 원주시 소초면 학곡리 331-2,,128.0604513,37.43429012,,강원특별자치도,원주시,20161229,N
25419,학곡리실내게이트볼장,전천후게이트볼장,,,128.0604513,37.43429012,,강원특별자치도,원주시,20170220,N
25420,학곡리운동기구,간이운동장,,학곡리331(게이트볼장옆),128.0604513,37.43429012,,강원특별자치도,원주시,20170220,N
25421,학골어린이공원,간이운동장,인천광역시 남구 학익1동,,126.662647,37.438816,032-880-4498,인천광역시,남구,20161231,N
25422,학교게이트볼장,간이운동장,전라남도 함평군 학교면,,126.534494,35.010394,061-320-3762,전라남도,함평군,20161231,N
25423,학교면 전천후 게이트볼장,간이운동장,전라남도 함평군 학교면 사거리 553,,126.5356948,35.02048908,061-320-1793,전라남도,함평군,20190314,N
25424,학교문화마을게이트볼장,간이운동장,전라남도 함평군 학교면,,126.538876,35.043617,061-320-3762,전라남도,함평군,20161231,N
25425,학교부지,간이운동장,전라북도 김제시 백구면 월봉리 2-1,영상리343,126.958006,35.88125347,063-540-4572,전북특별자치도,김제시,20180223,N
25426,학담1리게이트볼장,간이운동장,강원특별자치도 횡성군 공근면,,127.959904,37.533561,033-340-2358,강원특별자치도,횡성군,20161231,N
25427,학담1리실내게이트볼장,전천후게이트볼장,강원특별자치도 횡성군 공근면 학담리 867,,127.9606559,37.53592664,033-340-5964,강원특별자치도,횡성군,20070417,N
25428,학담2리족구장,간이운동장,강원특별자치도 횡성군 공근면,,127.959574,37.527167,033-340-2358,강원특별자치도,횡성군,20161231,N
25429,학담리게이트볼장,간이운동장,강원특별자치도 횡성군 공근면,,127.960657,37.535981,033-340-2358,강원특별자치도,횡성군,20161231,N
25430,학동 가막등 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 학동 210-1,,127.6605535,34.75880623,,전라남도,여수시,20100408,N
25431,학동1공원 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 학동 113,,127.6561852,34.75942117,,전라남도,여수시,19900205,N
25432,학동공원,간이운동장,서울특별시 종로구 혜화동,,126.998177,37.582071,02-3423-6244,서울특별시,종로구,20161231,N
25433,학동공원,간이운동장,서울특별시 강남구 논현2동,,127.038778,37.51167,02-3423-6244,서울특별시,강남구,20161231,N
25434,학동근린공원,간이운동장,서울특별시 강남구 논현동 26,,127.0252016,37.51548988,,서울특별시,강남구,20171109,N
25435,학동놀이터 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 학동 68-2,,127.6614407,34.76486602,,전라남도,여수시,20100408,N
25436,학동마을,간이운동장,경북 경주시 내남면 비지리 638,,129.1068728,35.76966533,054-779-8192,경상북도,경주시,20180101,N
25437,학동마을체육공원운동기구,간이운동장,경상남도 고성군 하일면,,128.191759,34.948761,055-670-5103,경상남도,고성군,20161231,N
25438,학동마을회관,간이운동장,전라남도 장성군 진원면 상림리 382 학동마을회관,,126.861157,35.278677,061-390-8506,전라남도,장성군,19000101,N
25439,학동삼익세라믹아파트,간이운동장,광주광역시 동구 학운동,,126.930562,35.130495,,광주광역시,동구,20161231,N
25440,학동평화맨션,간이운동장,광주광역시 동구 학운동,,126.931144,35.131923,,광주광역시,동구,20161231,N
25441,학동현대아파트뒷산,간이운동장,광주광역시 동구 학운동,,126.936876,35.135182,,광주광역시,동구,20161231,N
25442,학리,간이운동장,부산광역시 기장군 일광면 학리 197-2 학리회관,,129.2443985,35.25686376,051-709-4124,부산광역시,기장군,20120309,N
25443,학림마을 야외형 운동기구,간이운동장,광주광역시 북구 태령동 363-10,,126.925698,35.2509986,062-410-6150,광주광역시,북구,20180401,N
25444,학림소공원 체력단련시설,간이운동장,경상남도 통영시 산양읍 저림리 31-1,,128.4073014,34.74720513,055-650-4723,경상남도,통영시,20181123,N
25445,학무정운동장,간이운동장,,,128.5538697,38.16318854,033-639-2103,강원특별자치도,속초시,19990101,N
25446,학미3리 동네체육시설,간이운동장,경상북도 의성군 금성면 학미3리 988-1,,128.7074816,36.2685816,,경상북도,의성군,20100101,N
25447,학미4리 동네체육시설,간이운동장,경상북도 의성군 금성면 학미4길 42,,128.689995,36.2861775,,경상북도,의성군,20100101,N
25448,학미마을 체육시설,간이운동장,충청북도 충주시 앙성면 목미리 99-1,,127.7493944,37.15734908,043-850-2364,충청북도,충주시,20100101,N
25449,학본쉼터,간이운동장,인천광역시 남구 학익2동,,126.663871,37.445435,033-880-4494,인천광역시,남구,20161231,N
25450,학봉근린공원,간이운동장,서울특별시 강남구 삼성동 50-3,,127.0518764,37.51292953,,서울특별시,강남구,20171109,N
25451,학봉정(원주궁도장),국궁장,강원특별자치도 원주시 명륜동 193 궁도장,,127.9425501,37.33776948,033-764-4068,강원특별자치도,원주시,19830627,N
25452,학봉정운동기구,간이운동장,,,127.9552657,37.35277539,,강원특별자치도,원주시,20170222,N
25453,학산 전천후 게이트볼장경기장,전천후게이트볼장,전라남도 영암군 학산면 독천로 245,,126.5762108,34.72597092,061-470-6491,전라남도,영암군,20120208,N
25454,학산근린공원,간이운동장,월성동 산1-1외119필 번지,,128.5405905,35.82596634,,대구광역시,달서구,20161231,N
25455,학산리 마을공원,간이운동장,경북 봉화군 춘양면 학산리 544-1,,128.8583461,36.95243183,054-679-5414,경상북도,봉화군,20191030,N
25456,학산리 쉼터,간이운동장,경북 봉화군 춘양면 학산리 194-9,,128.8875907,36.94530337,054-679-5414,경상북도,봉화군,20191001,N
25457,학산마을회관,간이운동장,전라남도 장성군 진원면 용산리 656-4,,126.8637905,35.26577043,061-390-8477,전라남도,장성군,20230301,N
25458,학산면전천후게이트볼장,전천후게이트볼장,충청북도 영동군 학산면 서산리 926 학산면 전천후 게이트볼장,,127.6796772,36.09792234,043-743-0357,충청북도,영동군,20110928,Y
25459,학산면전천후게이트볼장,간이운동장,충청북도 영동군 학산면 서산로1길 60,,127.6796772,36.09792234,,충청북도,영동군,20170828,N
25460,학산어린이공원,간이운동장,월성2동84-3,,128.5267209,35.83161518,,대구광역시,달서구,20161231,N
25461,학상 체육시설,간이운동장,전라남도 해남군 화원면 산호리 1436-8 학상마을회관,,126.2799798,34.6449473,061-531-3613,전라남도,해남군,19000101,N
25462,학생체육관,생활체육관,경상북도 울릉군 울릉읍 도동리 160-3 울릉군학생체육관,,130.9046023,37.48383903,054-790-6374,경상북도,울릉군,20161009,N
25463,학성공원 체육시설,간이운동장,울산광역시 중구 학성동  100 학성공원,,129.3393137,35.55445816,061-290-3672,울산광역시,중구,20161009,N
25464,학성교옆둔치체육시설,간이운동장,울산광역시 중구 학성동,,129.332053,35.555031,,울산광역시,중구,20161009,N
25465,학성동운동기구,간이운동장,,학성동1112-6,127.9390656,37.35879402,,강원특별자치도,원주시,20170221,N
25466,학성동자율방범대앞,간이운동장,,,127.9422238,37.35427474,,강원특별자치도,원주시,20170221,N
25467,학성동주민센터운동기구,간이운동장,,,127.9441873,37.35352387,,강원특별자치도,원주시,20170221,N
25468,학성둔치체육시설,간이운동장,울산광역시 중구 학성동  432-170,,129.3296674,35.55733378,,울산광역시,중구,20161009,N
25469,학성중인조잔디구장,축구장,,,127.9397348,37.35018239,,강원특별자치도,원주시,20170221,N
25470,학소리 동네체육시설,간이운동장,충청북도 청주시 청원구 오창읍 학소리 286-1,,127.468441,36.74440363,,충청북도,청주시,20170426,N
25471,학여울근린공원,간이운동장,서울특별시 강남구 개포동 183-1 외 1필지,,127.0690211,37.49043526,,서울특별시,강남구,20171109,N
25472,학운6리게이트볼장,전천후게이트볼장,경기도 김포시 양촌읍 학운리 1043-1,,126.5994144,37.62003766,031-980-2193,경기도,김포시,20160101,N
25473,학운야구장,야구장,경기도 김포시 양촌읍 학운리 4447,,126.5912163,37.61758951,,경기도,김포시,20240701,N
25474,학운정 체육시설,간이운동장,부산 사상구 주례동 산 74-9,주례3동 산126-2(학장동양@뒤),128.996497,35.140965,051-310-4124,부산광역시,사상구,20161009,N
25475,학운체육공원,기타시설,경기도 김포시 양촌읍 학운리 3376,,126.5823098,37.60197149,031-980-2586,경기도,김포시,20150101,N
25476,학운초등학교,간이운동장,광주광역시 동구 학운동,,126.947132,35.133268,,광주광역시,동구,20161231,N
25477,학익고등학교,간이운동장,인천광역시 남구 한나루로358번길 23-22 (학익동),,126.6633846,37.43902931,,인천광역시,남구,19970201,N
25478,학익배수지 체육시설,간이운동장,인천광역시 남구 햇골길1번길 43-19 (학익동),,126.6653632,37.43622738,,인천광역시,남구,20090808,N
25479,학익배수지 테니스장,기타시설,인천광역시 미추홀구 학익동 158-15,,126.6662254,37.4371556,032-880-8726,인천광역시,남구,20090808,N
25480,학익체육관,간이운동장,인천광역시 남구 학익1동,,126.663781,37.438299,033-880-4305,인천광역시,남구,20161231,N
25481,학익체육관,기타시설,인천광역시 미추홀구 학익동 174-3 학익체육관,,126.6637796,37.43829701,,인천광역시,남구,20070830,N
25482,학익체육관,간이운동장,인천 미추홀구 학익동 180-10,,126.6622111,37.43832669,,인천광역시,남구,20080101,N
25483,학일리 82-1 쉼터,간이운동장,경기 용인시 처인구 원삼면 학일리 82-1,학일교차로 사거리,127.281362,37.15500198,031-324-5324,경기도,용인시,20181122,N
25484,학잠동 부학산 등산로 체육시설,간이운동장,경상북도 포항시 북구 학잠동  114-1 학잠보성아파트,,129.3491355,36.03220247,054-270-2804,경상북도,포항시,19000101,N
25485,학장동네 체육시설,간이운동장,부산 사상구 학장동 산 88-1,학장동 산88-1번지(대림＠옆),128.9952434,35.13418217,051-310-4124,부산광역시,사상구,20161009,N
25486,학장삼성＠뒤 동네체육시설,간이운동장,부산 사상구 학장동 산 138-11,학장동 산138-11(학장중 옆),128.983612,35.138483,051-310-4124,부산광역시,사상구,20161009,N
25487,학장약수터 체육시설,간이운동장,부산 사상구 학장동 산 105,학장동 산105(구덕터널 좌측),128.998123,35.137009,051-310-4124,부산광역시,사상구,20161009,N
25488,학장제방(삼성슈퍼앞) 체육시설,간이운동장,부산 사상구 학장동 657-4,학장동 660-2(제방 조깅코스),128.9820724,35.1416727,051-310-4124,부산광역시,사상구,20161009,N
25489,학장제방(학장교옆) 체육시설,간이운동장,부산 사상구 학장동 611-1,,128.9830748,35.14175001,051-310-4124,부산광역시,사상구,20161009,N
25490,학장제방(학장연립앞) 체육시설,간이운동장,부산 사상구 학장동 582,,128.9791326,35.14078714,051-310-4124,부산광역시,사상구,20161009,N
25491,학전리 입구 정자주변 체육시설,간이운동장,경상북도 포항시 남구 연일읍 학전리 167-2,,129.3014398,36.02685912,054-270-2804,경상북도,포항시,19000101,N
25492,학전마을회관,간이운동장,전라남도 장성군 진원면 학전리 250-2 학전마을회관,,126.8303047,35.26282902,061-390-8506,전라남도,장성군,19990101,N
25493,학정게이트볼장,전천후게이트볼장,전라남도 곡성군 곡성읍 학정2길 57-1,,127.2910721,35.28813897,,전라남도,곡성군,20161231,N
25494,학정공원,간이운동장,대구광역시 북구 학정동  115,학정동 950,128.568465,35.95120359,053-665-2865,대구광역시,북구,20161009,N
25495,학천리 동네체육시설,간이운동장,충청북도 청주시 흥덕구 강내면 학천리 234-4,,127.3840698,36.63474352,043-201-7575,충청북도,청주시,20160101,N
25496,학촌 경로당 앞,간이운동장,충청북도 옥천군 안남면 화학리 479,,127.6727492,36.3758887,,충청북도,옥천군,20170907,N
25497,학평2리 동네체육시설,간이운동장,충청북도 청주시 청원구 내수읍 학평리 211-3,학평2리 경로당,127.5445915,36.72090509,043-201-8537,충청북도,청주시,20180502,N
25498,한강공원뚝섬지구수영장,수영장,서울특별시 광진구 동일로4길 56-10 (자양동),서울특별시 광진구 자양동 112,127.0670321,37.52965443,,서울특별시,,20161231,N
25499,한강공원뚝섬지구축구장,기타시설,서울특별시 광진구 뚝섬로48길 66 (자양동),,127.075991,37.52831101,,서울특별시,,20161231,N
25500,한강근린공원,간이운동장,대구광역시 북구 사수동  802,사수동 804,128.5167498,35.89862873,,대구광역시,북구,20161221,N
25501,한강둔치 축구장,축구장,경기 고양시 덕양구 덕은동 519-19,,126.8584719,37.57722708,031-909-9000,경기도,고양시,20201006,N
25502,한강시민공원 반포지구,기타시설,서울특별시 서초구 반포2동,,126.99273,37.507693,02-3780-0541,서울특별시,,20161231,N
25503,한강시민공원 이촌지구,간이운동장,서울특별시 용산구 원효로 139-2 (원효로3가),,126.9586219,37.53435231,02-3780-0553,서울특별시,,20161231,N
25504,한강시민공원 이촌지구,간이운동장,서울특별시 용산구 원효로 141-2 (원효로3가),,126.9587984,37.53440643,02-3780-0553,서울특별시,,20161231,N
25505,한강시민공원 잠원지구,기타시설,서울특별시 서초구 잠원동,,127.010611,37.519974,02-3780-0531,서울특별시,,20161231,N
25506,한강시민공원뚝섬지구테니스장,기타시설,서울특별시 광진구 강변북로 139 (자양동),,127.077834,37.5273097,,서울특별시,,20161231,N
25507,한강천변다목적운동장,축구장,경기도 고양시 덕양구 대덕산로 24-54 (덕은동),,126.8613023,37.57825396,02-745-6701,서울특별시,종로구,20131101,N
25508,한강타운,간이운동장,서울특별시 강서구 가양1동,,126.843593,37.571211,02-2659-6770,서울특별시,강서구,20161231,N
25509,한경전천후게이트볼장,전천후게이트볼장,제주특별자치도 제주시 한경면 고산리 1881-2,,126.1845142,33.30119618,064-728-8546,제주특별자치도,제주시,20161107,Y
25510,한경체육관,구기체육관,제주특별자치도 제주시 한경면 고산리 1881-2 한경체육관,,126.1845142,33.30119618,064-728-8546,제주특별자치도,제주시,20161107,Y
25511,한경축구장,축구장,제주특별자치도 제주시 한경면 고산리 1881-2,,126.1837502,33.30115195,064-728-8546,제주특별자치도,제주시,20161231,N
25512,한계1구 마을회관 주민생활체육시설,간이운동장,전라남도 화순군 한천면 한계2길 14,한계1구 마을회관,126.9980814,34.97593225,061-379-3401,전라남도,화순군,20161231,N
25513,한계1리 동네체육시설,간이운동장,충청북도 청주시 상당구 가덕면 한계리 산 22-5,,127.5847141,36.5929012,,충청북도,청주시,20170426,N
25514,한계2리 동네체육시설,간이운동장,충북 청주시 상당구 가덕면 한계리 288-4,,127.5628075,36.60841239,,충청북도,청주시,20180212,N
25515,한골경로당,간이운동장,경상북도 안동시 남후면 광음리 901-5,,128.6569427,36.51075329,054-840-4315,경상북도,안동시,20240510,N
25516,한광프라인빌 주변,간이운동장,전라남도 목포시 삼향동,,126.42288,34.827037,061-270-3677,전라남도,목포시,20161231,N
25517,한국수력원자력(주),테니스장,대전광역시 유성구 장동 25-1 한국수력원자력중앙연구원,,127.3654642,36.40013171,042-870-5166,대전광역시,,20191230,N
25518,한국수자원공사,테니스장,대전광역시 대덕구 연축동 산6-2 한국수자원공사,,127.426829,36.3969363,042-629-2617,대전광역시,,20191231,N
25519,한국아델리움 노인당 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 칠충로 83-11 (한국아델리움),한국아델리움 아파트 노인당,126.9783082,35.05844995,061-379-3401,전라남도,화순군,20141231,N
25520,한국아델리움 주민생활체육시설,간이운동장,전라남도 화순군 화순읍 대리 37-8 한국아델리움,102동~103동 파고라 앞,0,0,061-379-5012,전라남도,화순군,20200101,N
25521,한국아델리움1차아파트,간이운동장,광주광역시 남구 서문대로627번길 19,,126.8950997,35.11447175,062-607-2842,광주광역시,남구,20170302,N
25522,한국아파트,간이운동장,광주광역시 북구 운암2동,,126.890459,35.175364,062-510-1267,광주광역시,북구,20161231,N
25523,한국원자력안전기술원,테니스장,대전광역시 유성구 구성동 19 한국원자력안전기술원,,127.368879,36.37448474,042-868-0382,대전광역시,,20191230,N
25524,한국전력공사(한전전력연구원),테니스장,대전광역시 유성구 문지동 103-16 한국전력연구원,,127.3910184,36.3911941,042-865-5144,대전광역시,,20191231,N
25525,한국하이빌,간이운동장,광주광역시 북구 신안동,,126.892933,35.170542,062-510-1267,광주광역시,북구,20161231,N
25526,한글공원 SJ 야구장,야구장,세종특별자치시 세종동 26-118,,127.3196953,36.50963546,044-300-5333,세종특별자치시,세종시,19000101,N
25527,한나루어린이공원,간이운동장,인천광역시 남구 학익1동,,126.661848,37.440499,032-880-4498,인천광역시,남구,20161231,N
25528,한남리 게이트볼장,간이운동장,제주특별자치도 서귀포시 남원읍,,126.687334,33.309761,064-760-4134,제주특별자치도,서귀포시,20161231,N
25529,한남리 운동장,간이운동장,제주특별자치도 서귀포시 남원읍,,126.688187,33.310171,064-760-4134,제주특별자치도,서귀포시,20161231,N
25530,한내그라운드골프장,간이운동장,충청남도 보령시 동대동 983-94,,126.6061662,36.35586553,041-930-3332,충청남도,보령시,20180430,N
25531,한내장4.3만세공원체력단련장,간이운동장,충청남도 예산군 고덕면,,126.702375,36.748906,041-339-7332,충청남도,예산군,20161231,N
25532,한누리공원,간이운동장,경상북도 구미시 인의동 838-2,838-1일원,128.4221812,36.1043606,054-480-5573,경상북도,구미시,19000101,N
25533,한동아파트 뒤 등산로(산81-1),간이운동장,경북 경주시 안강읍 산대리 산 81-1,,129.1805354,36.00988205,054-779-8072,경상북도,경주시,20111101,N
25534,한동아파트 뒷편 등산로 정상,간이운동장,경북 경주시 안강읍 산대리 산 73,산대3리 등산로,129.1797708,36.01293233,054-779-8071,경상북도,경주시,20000101,N
25535,한두레권역 너와두리 농촌캠프장 내,간이운동장,충청북도 옥천군 청성면 762 (한두레로 387),,127.7355574,36.3050045,,충청북도,옥천군,20170907,N
25536,한두리대교족구장,기타시설,세종특별자치시 세종동 747-280,,127.2676438,36.47284645,044-301-3332,세종특별자치시,세종시,20120101,N
25537,한들방죽공원(검단산단),간이운동장,인천광역시 서구 원당대로205번길 28 (오류동),(실제주소 : 오류동 410-197),126.6222249,37.59101874,,인천광역시,서구,20171214,N
25538,한들어린이공원,간이운동장,대전 유성구 관평동 667,,127.3843982,36.42029083,042-6112-038,대전광역시,유성구,20180406,N
25539,한라대인조잔디구장,육상경기장,,,127.9069238,37.30398283,,강원특별자치도,원주시,20170221,N
25540,한라동백 테니스장,간이운동장,충청남도 천안시 동남구 신방동,,127.130093,36.787027,041-521-4051,충청남도,천안시,20161231,N
25541,한라체육관보조경기장,구기체육관,제주특별자치도 제주시 오라일동 1165,,126.5187975,33.49506215,,제주특별자치도,,19000101,N
25542,한려8통 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 수정동 372,,127.7473382,34.74595904,,전라남도,여수시,20130212,N
25543,한려동 10통 동네체육시설(1),간이운동장,전남 여수시 수정동 156-1,,127.7496786,34.74180797,061-659-3269,전라남도,여수시,20151106,N
25544,한려동 10통 동네체육시설(3),간이운동장,전남 여수시 수정동 144-3,,127.7492183,34.74193321,061-659-3269,전라남도,여수시,20230601,N
25545,한려동 1통 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 공화동 1181,,127.7407465,34.74692233,,전라남도,여수시,20151129,N
25546,한려동 3통 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 공화동 1432,,127.7422439,34.74828694,061-659-3269,전라남도,여수시,20161017,N
25547,한려동 9통 동네체육시설 2,간이운동장,전라남도 여수시 전라남도 여수시 수정동 644-3,,127.7479525,34.7438424,061-659-3269,전라남도,여수시,20130312,N
25548,한려동7통 동네체육시설,간이운동장,전남 여수시 수정동 724-1,,127.7473362,34.74331616,061-659-3269,전라남도,여수시,20150427,N
25549,한려동9통 동네체육시설,간이운동장,전라남도 여수시 전라남도 여수시 수정동 266,,127.7513937,34.74182733,,전라남도,여수시,20150416,N
25550,한림3리 게이트볼장,간이운동장,제주특별자치도 제주시 한림읍,,126.284282,33.412826,064-728-7614,제주특별자치도,제주시,20161231,N
25551,한림론볼링장,기타시설,제주특별자치도 제주시 한림읍 한림리 887-2,,126.2685438,33.40969076,064-728-8521,제주특별자치도,제주시,20161231,N
25552,한림전천후게이트볼장,전천후게이트볼장,제주특별자치도 제주시 한림읍 한림리 887-2,,126.2685438,33.40969076,064-728-8521,제주특별자치도,제주시,20161231,N
